user_id,age,employment_type,monthly_income,monthly_expenses,monthly_savings,education_loan,personal_loan,home_loan,vehicle_loan,credit_card_due,total_loans,investment_stocks,investment_crypto,investment_commodities,investment_bonds,credit_score,emergency_fund_months,debt_to_income_ratio,financial_health_score,risk_category
U503393,43,Self-Employed,103150,50530,12763,109936,292769,53721,1290244,12331,1746670,41303,142370,37623,924924,436,11,1.41,50.0,Medium
U503394,33,Business,125348,93930,23838,72096,768655,5040569,118464,40246,5999784,43888,98916,138947,808564,712,0,3.99,43.0,Medium
U503395,47,Salaried,102619,44469,12410,491389,768516,411699,1371021,10169,3042625,21740,91316,52109,323881,446,1,2.47,28.0,High
U503396,49,Self-Employed,120421,66734,31789,99193,445440,658665,1873614,38365,3076912,392021,249178,271516,604416,707,10,2.13,66.0,Medium
U503397,31,Business,50801,33294,17233,289421,341685,2159336,329907,21352,3120349,46734,51113,10012,321489,519,7,5.12,52.0,Medium
U503398,41,Self-Employed,198394,114804,45642,511593,42207,8587339,142992,23630,9284131,113403,65588,65089,263757,567,11,3.9,52.0,Medium
U503399,27,Student,6301,4283,2018,21845,5461,0,0,336,27306,1543,275,256,4670,608,11,0.36,55.0,Medium
U503400,29,Student,13967,10815,3152,40697,15102,0,0,2445,55799,316,1015,244,35439,495,7,0.33,42.0,Medium
U503401,26,Self-Employed,141577,95392,47272,476900,1264489,1379323,1973483,54706,5094195,70625,86063,61214,279248,668,6,3.0,52.0,Medium
U503402,54,Salaried,203543,100816,33409,550006,1681694,8256530,942880,14452,11431110,203825,28580,29618,438714,303,11,4.68,39.0,High
U503403,28,Business,174251,95454,25954,912790,828592,3945631,1402367,83761,7089380,33408,231918,241856,901147,420,4,3.39,36.0,High
U503404,52,Salaried,66915,49964,9079,357027,337562,1856852,1090114,6959,3641555,41932,89609,143201,668084,663,2,4.54,47.0,Medium
U503405,58,Salaried,71540,43173,14294,307995,182716,278945,388746,17651,1158402,20419,18220,49206,190557,701,8,1.35,52.0,Medium
U503406,43,Business,69266,48969,13091,325456,612645,1479184,359780,25041,2777065,236115,60202,17917,580232,383,3,3.34,38.0,High
U503407,18,Student,9285,5605,3680,61683,20086,0,0,1501,81769,2613,4798,3459,19499,556,2,0.73,43.0,Medium
U503408,29,Student,8728,6246,2482,14797,19193,0,0,1697,33990,2137,1836,3645,11846,659,3,0.32,44.0,Medium
U503409,30,Self-Employed,192925,78567,33481,448759,834500,9043262,3346214,68390,13672735,284229,3453,142284,958580,583,3,5.91,41.0,Medium
U503410,26,Salaried,109056,60760,20299,638564,854539,4254884,227723,3504,5975710,217703,147286,136909,386152,507,2,4.57,38.0,High
U503411,35,Business,239431,114188,28796,1169856,1697072,5035629,856093,59881,8758650,835517,260389,13479,1104046,483,11,3.05,50.0,Medium
U503412,27,Self-Employed,196788,130479,25705,153437,1377264,1146142,1715811,28054,4392654,146391,90705,252007,1318602,456,10,1.86,48.0,Medium
U503413,28,Student,7471,6241,1230,44211,3157,0,0,479,47368,67,89,90,599,578,11,0.53,48.0,Medium
U503414,26,Salaried,122022,90055,37409,550515,103607,3186751,813914,6076,4654787,467696,50868,234231,516060,497,4,3.18,47.0,Medium
U503415,28,Student,10563,8145,2418,19488,12978,0,0,2044,32466,4520,2686,1142,11007,730,11,0.26,58.0,Medium
U503416,44,Salaried,38441,16420,9938,184396,173844,1730947,77698,18301,2166885,49708,28968,41312,392721,836,9,4.7,70.0,Low
U503417,54,Salaried,205622,97695,28196,271495,1130135,9699656,934912,29373,12036198,670831,24702,391060,1165594,420,5,4.88,40.0,Medium
U503418,57,Self-Employed,82404,41374,8881,388911,250176,1742825,1473896,37623,3855808,199473,185359,207630,559434,475,10,3.9,52.0,Medium
U503419,48,Salaried,184176,78272,39636,124082,495570,4229614,2782499,44104,7631765,148877,46630,38871,280039,385,3,3.45,31.0,High
U503420,18,Student,18492,10056,8436,45987,43120,0,0,444,89107,7778,4906,5622,43232,539,11,0.4,59.0,Medium
U503421,32,Self-Employed,200141,101910,31442,831173,1220468,3736199,2920001,19250,8707841,706294,176694,382834,1401507,396,6,3.63,43.0,Medium
U503422,39,Self-Employed,240777,120843,76138,700122,646887,4554479,1623324,103753,7524812,226488,15942,62872,1666092,653,10,2.6,61.0,Medium
U503423,47,Self-Employed,83015,47991,14105,300551,551002,1139930,420586,36390,2412069,45418,40439,51364,437492,446,0,2.42,30.0,High
U503424,46,Self-Employed,190078,126504,56373,582727,1617895,6828794,2080997,9442,11110413,349322,153518,247623,514732,626,6,4.87,52.0,Medium
U503425,26,Student,8263,5647,2616,35122,10043,0,0,191,45165,1502,2435,1888,11586,538,3,0.46,40.0,Medium
U503426,38,Self-Employed,177840,127675,20901,709616,1266610,2751284,2049928,36621,6777438,396876,38900,199360,986971,810,11,3.18,63.0,Medium
U503427,33,Salaried,54492,24399,9306,65518,291643,1083489,116731,3827,1557381,127173,40604,42961,300055,390,6,2.38,40.0,Medium
U503428,25,Student,13701,11367,2334,43923,32055,0,0,1741,75978,3195,5468,7218,30999,537,4,0.46,38.0,High
U503429,51,Self-Employed,51235,34095,6481,289694,118138,2100950,559411,12861,3068193,112563,28029,43729,190351,775,5,4.99,51.0,Medium
U503430,52,Self-Employed,214476,86187,31938,489649,1900570,2440215,1008345,11265,5838779,126745,111024,89595,228564,702,1,2.27,38.0,High
U503431,57,Salaried,224970,134727,60974,457306,1361314,1034443,2219441,68290,5072504,310735,54175,164507,388401,704,5,1.88,50.0,Medium
U503432,41,Salaried,101400,47169,14166,220081,832560,3810962,1048435,44439,5912038,21029,40711,47149,1227605,818,3,4.86,55.0,Medium
U503433,30,Student,15402,12220,3182,71535,25609,0,0,2544,97144,9243,5358,4842,8721,810,9,0.53,57.0,Medium
U503434,50,Salaried,230833,122091,42035,1063817,1037910,9782555,1589391,19655,13473673,1019592,394853,395416,1493050,384,5,4.86,42.0,Medium
U503435,29,Salaried,179032,94063,32426,427037,1709796,2904220,2610863,25276,7651916,48901,93843,60406,833311,526,1,3.56,34.0,High
U503436,39,Business,92064,57107,26375,8112,327063,2267830,1252968,31378,3855973,60378,93953,24862,370548,553,8,3.49,51.0,Medium
U503437,53,Salaried,40716,23194,9646,207264,138324,1752279,73896,17241,2171763,38667,43378,10219,153100,567,3,4.44,42.0,Medium
U503438,23,Self-Employed,135871,84275,47521,104353,569752,6297640,1513663,32798,8485408,325471,18237,27983,609382,697,2,5.2,50.0,Medium
U503439,41,Business,215680,97433,24056,684526,375820,5933337,1947370,10508,8941053,179683,304422,31819,1043048,485,6,3.45,40.0,Medium
U503440,51,Salaried,131429,93273,41131,84450,1114163,825810,761424,24235,2785847,23515,58855,196366,983090,768,2,1.77,54.0,Medium
U503441,24,Student,16597,9090,7507,100632,19259,0,0,620,119891,12773,3329,4165,17162,670,3,0.6,50.0,Medium
U503442,41,Self-Employed,225879,125725,48157,363145,391896,2437165,1361097,76887,4553303,833546,362762,207829,910134,831,5,1.68,59.0,Medium
U503443,46,Salaried,170551,103407,52983,623475,1558561,4546702,1180793,62487,7909531,676923,382705,253097,674329,459,0,3.86,39.0,High
U503444,41,Salaried,108601,56997,18668,332571,838481,655812,545982,42082,2372846,170379,86418,10789,262687,368,8,1.82,39.0,High
U503445,24,Self-Employed,99553,73002,22549,86115,304467,3692835,1432080,40018,5515497,70364,82054,77428,315720,775,10,4.62,61.0,Medium
U503446,37,Salaried,138610,101981,31055,100533,993414,3449122,806610,9943,5349679,134316,344927,214290,1085647,561,8,3.22,55.0,Medium
U503447,22,Salaried,124807,59295,38238,706902,47807,1659114,772058,20263,3185881,18452,14090,148406,951061,784,9,2.13,66.0,Medium
U503448,19,Student,11956,6105,5851,71469,22283,0,0,2339,93752,2098,757,59,6816,613,7,0.65,55.0,Medium
U503449,54,Salaried,189525,91309,57805,818735,387257,5174211,1723196,90758,8103399,13625,59877,18944,464042,441,8,3.56,45.0,Medium
U503450,57,Self-Employed,239628,147952,67398,845204,115453,5507998,2135392,14759,8604047,292201,167140,63653,441044,686,9,2.99,56.0,Medium
U503451,42,Salaried,183353,117049,49869,737937,598143,7603528,1186455,26200,10126063,331684,68300,93015,950408,782,1,4.6,50.0,Medium
U503452,22,Self-Employed,233308,152415,35682,1227380,569653,2418779,2485908,15114,6701720,211433,88208,199475,839726,735,8,2.39,54.0,Medium
U503453,18,Student,15156,9374,5782,101125,5173,0,0,2300,106298,184,209,455,4405,343,10,0.58,44.0,Medium
U503454,28,Salaried,180606,87559,44768,706148,892982,3833262,897229,19517,6329621,37888,84287,41756,393255,835,2,2.92,49.0,Medium
U503455,18,Student,10913,6059,4854,22228,3823,0,0,1869,26051,7581,2755,2483,7100,349,8,0.2,45.0,Medium
U503456,45,Salaried,64023,45532,6709,140162,147150,1430897,53320,8476,1771529,207243,88755,166127,371147,749,5,2.31,54.0,Medium
U503457,21,Student,8442,4860,3582,39912,13787,0,0,784,53699,5306,304,1496,17472,840,7,0.53,64.0,Medium
U503458,23,Business,50570,22194,10534,179384,33863,1304784,473599,8037,1991630,101341,46644,59532,414180,611,11,3.28,61.0,Medium
U503459,48,Salaried,66436,48888,22867,219293,67969,450499,813877,1823,1551638,83213,4229,30294,136276,804,3,1.95,53.0,Medium
U503460,32,Self-Employed,167645,82885,31383,13475,877791,7097371,2334313,38486,10322950,548792,415204,34923,1363034,426,2,5.13,39.0,High
U503461,28,Student,6938,4822,2116,49295,11962,0,0,1298,61257,1739,685,1334,3582,499,10,0.74,49.0,Medium
U503462,25,Salaried,36027,20097,5830,148828,264389,1404196,604744,1513,2422157,133177,94022,60269,229217,326,4,5.6,38.0,High
U503463,51,Self-Employed,32422,17428,6778,193727,8939,456854,300205,4678,959725,26145,63231,19667,279082,528,5,2.47,47.0,Medium
U503464,51,Salaried,113653,59281,14076,602308,1088202,3266400,1285136,3796,6242046,73416,19444,23194,188484,303,4,4.58,26.0,High
U503465,28,Student,5034,4111,923,27655,6387,0,0,643,34042,776,1033,644,2794,329,0,0.56,21.0,High
U503466,58,Salaried,123023,77153,26216,39810,276972,366498,751424,5452,1434704,70616,80594,8756,804883,813,9,0.97,62.0,Medium
U503467,42,Business,109073,62410,30020,180951,219313,56541,1219824,45144,1676629,191067,70833,35109,263676,543,6,1.28,46.0,Medium
U503468,25,Business,119906,57955,40612,654873,266645,2485011,1627387,30821,5033916,263838,70413,100351,448315,694,10,3.5,63.0,Medium
U503469,46,Business,120444,79879,35911,609034,1117677,680476,1461923,46753,3869110,152157,50274,67406,483240,515,0,2.68,37.0,High
U503470,31,Salaried,111489,58430,25494,117689,805995,4218692,926756,25777,6069132,138364,80418,41092,558860,724,11,4.54,62.0,Medium
U503471,28,Student,10864,9045,1819,2447,24895,0,0,884,27342,3219,522,504,7080,605,10,0.21,48.0,Medium
U503472,56,Salaried,207905,141309,63484,482820,1362665,9762285,751209,89284,12358979,167062,523911,19783,2206495,798,11,4.95,74.0,Low
U503473,42,Salaried,23707,17462,8118,127659,102271,1051805,60279,6862,1342014,88763,29994,33195,187910,670,0,4.72,52.0,Medium
U503474,41,Self-Employed,195438,129754,64808,291175,1423164,2329624,2375586,10011,6419549,486450,297631,346255,1572069,434,3,2.74,46.0,Medium
U503475,40,Salaried,195736,134961,25573,1164890,299861,6817353,1478838,91734,9760942,315895,142239,100724,538931,533,7,4.16,43.0,Medium
U503476,36,Self-Employed,173082,73598,23000,39986,1004923,7894582,1099250,3986,10038741,43055,910,52312,387579,320,11,4.83,38.0,High
U503477,27,Student,10781,9132,1649,67105,15685,0,0,1579,82790,3114,4374,1873,15455,800,5,0.64,49.0,Medium
U503478,46,Salaried,112231,52219,35940,463928,17741,1021160,1020754,38543,2523583,297178,122067,41492,371445,626,10,1.87,60.0,Medium
U503479,39,Salaried,125605,70471,37667,562051,920259,5005127,253597,54198,6741034,383653,248289,299432,629283,712,7,4.47,62.0,Medium
U503480,42,Business,170510,124243,18904,484001,732492,5469180,1976195,30195,8661868,242125,5395,24540,1444763,761,3,4.23,49.0,Medium
U503481,51,Salaried,47991,21293,12498,49372,104161,1031564,76785,19308,1261882,80446,27123,45126,442004,773,1,2.19,53.0,Medium
U503482,55,Self-Employed,149003,66107,29200,14855,1153221,6069497,924709,24550,8162282,561999,10205,27585,936265,819,2,4.56,53.0,Medium
U503483,26,Self-Employed,244229,175863,76359,469367,810162,5347325,2524583,56265,9151437,754605,283803,154409,1086901,455,2,3.12,41.0,Medium
U503484,23,Salaried,244779,150389,39867,230797,666858,9420669,3770131,65481,14088455,652900,271728,242879,637759,843,8,4.8,60.0,Medium
U503485,55,Salaried,49621,28006,12031,156658,170557,2190511,605193,3987,3122919,145486,43578,80202,273344,637,8,5.24,57.0,Medium
U503486,22,Student,11789,9691,2098,20069,7333,0,0,468,27402,120,2179,1810,16157,480,4,0.19,34.0,High
U503487,44,Business,238813,103681,36805,502972,1396002,7201782,2268485,103268,11369241,461809,15718,11891,1325318,398,9,3.97,43.0,Medium
U503488,56,Self-Employed,126968,80241,18174,324387,1178020,1843736,60060,40583,3406203,243654,149233,131627,1109905,509,10,2.24,53.0,Medium
U503489,20,Student,16138,10259,5879,73006,5235,0,0,1971,78241,6112,1212,1558,9124,725,7,0.4,55.0,Medium
U503490,59,Salaried,70798,41627,12128,156070,204620,3362892,1145983,26944,4869565,12473,22110,20681,242924,462,3,5.73,34.0,High
U503491,51,Self-Employed,195142,111676,66973,424487,1252271,4757381,822364,61430,7256503,731821,490409,412521,918400,537,11,3.1,63.0,Medium
U503492,38,Business,20090,11464,4888,3075,178239,252919,351126,2518,785359,76062,11968,3146,158790,672,3,3.26,52.0,Medium
U503493,19,Student,10035,7482,2553,71801,18244,0,0,1634,90045,7558,434,459,23682,589,2,0.75,39.0,High
U503494,50,Self-Employed,168178,88463,41705,713752,639674,306208,2392812,2896,4052446,338194,132507,173111,507073,595,9,2.01,54.0,Medium
U503495,40,Salaried,79472,47666,8425,245197,212248,673618,1422031,33671,2553094,13082,138514,23260,641571,828,11,2.68,65.0,Medium
U503496,45,Self-Employed,103817,43717,29722,334697,668283,696846,1481929,37088,3181755,180461,257553,35987,937670,395,2,2.55,41.0,Medium
U503497,27,Self-Employed,233459,119092,23908,976473,1119040,7995081,2150985,16169,12241579,364364,89116,382720,1776524,425,4,4.37,37.0,High
U503498,20,Student,18123,11946,6177,96297,17070,0,0,157,113367,4877,465,6734,43272,759,2,0.52,49.0,Medium
U503499,29,Student,11861,7583,4278,45479,7820,0,0,26,53299,327,974,2486,9256,723,8,0.37,57.0,Medium
U503500,29,Self-Employed,216150,113261,30944,1262257,24196,9484176,1444903,71026,12215532,216948,167551,120594,603402,679,6,4.71,47.0,Medium
U503501,27,Self-Employed,248895,175770,42804,311189,868520,3973504,2544069,120725,7697282,372673,98131,41461,1562602,520,8,2.58,48.0,Medium
U503502,26,Self-Employed,92614,44291,27797,512362,201064,3483859,1559168,39175,5756453,307631,54067,169454,745012,327,6,5.18,45.0,Medium
U503503,43,Self-Employed,118364,67093,27311,108132,363730,2689031,613742,10935,3774635,535447,90851,142234,920142,465,5,2.66,47.0,Medium
U503504,44,Business,127327,67680,33219,485986,568952,6092285,1814857,877,8962080,92223,182585,176348,629229,831,9,5.87,65.0,Medium
U503505,28,Student,15620,11040,4580,13945,12905,0,0,1919,26850,9072,3271,1997,12250,320,10,0.14,42.0,Medium
U503506,39,Salaried,61058,42682,11665,95735,248282,1041653,408382,17452,1794052,20450,80015,16738,465454,419,3,2.45,37.0,High
U503507,33,Salaried,81673,44344,20768,252851,196919,3877901,1313127,34089,5640798,382129,167857,85287,504337,380,0,5.76,36.0,High
U503508,34,Salaried,158432,114670,25319,175574,629501,1086562,728352,4297,2619989,183417,106993,193811,792345,430,6,1.38,40.0,Medium
U503509,36,Salaried,25378,16915,2922,86548,145823,657273,147667,12086,1037311,30746,4769,7332,87491,762,7,3.41,51.0,Medium
U503510,34,Salaried,111345,48565,20977,37201,853436,1781379,1561993,27154,4234009,132633,102221,1394,719052,341,1,3.17,29.0,High
U503511,28,Student,14927,11937,2990,103,27124,0,0,1751,27227,932,623,203,11828,777,4,0.15,46.0,Medium
U503512,57,Self-Employed,201468,94967,23693,463577,1625572,1265034,2129049,84206,5483232,123654,95157,24578,1200027,364,8,2.27,38.0,High
U503513,43,Salaried,24436,15500,3456,31539,226836,199858,298509,9333,756742,65124,463,23645,219022,503,7,2.58,48.0,Medium
U503514,36,Salaried,200655,80997,67041,1090167,632344,3846327,3043566,75563,8612404,175372,290437,379148,1339730,429,5,3.58,47.0,Medium
U503515,25,Business,218357,132611,23452,296553,120955,4210711,3275496,13089,7903715,559329,73969,93758,1880753,680,1,3.02,43.0,Medium
U503516,30,Student,9770,6458,3312,35840,17070,0,0,489,52910,7762,1519,2,21861,670,1,0.45,44.0,Medium
U503517,41,Salaried,217588,119117,67950,557358,1662235,961921,785710,79284,3967224,410185,194171,39143,919811,375,8,1.52,46.0,Medium
U503518,51,Salaried,34836,20089,4087,42613,177378,1399041,414710,12119,2033742,69023,9588,26511,133177,601,0,4.87,35.0,High
U503519,52,Self-Employed,202072,98241,63777,664906,1610873,5266421,113659,27936,7655859,36731,9722,33977,447836,538,2,3.16,39.0,High
U503520,55,Self-Employed,73063,41638,15668,283677,173812,3179997,283039,25429,3920525,26696,176108,94035,623079,648,10,4.47,61.0,Medium
U503521,44,Salaried,86777,49059,23675,328181,486653,2734291,1193124,24089,4742249,18585,73341,102064,323370,676,1,4.55,44.0,Medium
U503522,33,Business,65480,43960,13378,384839,212242,2674791,585896,13895,3857768,129066,95968,2401,513274,485,10,4.91,53.0,Medium
U503523,38,Salaried,87721,55758,10465,274537,832955,3332157,65860,29927,4505509,175839,56725,24576,530405,388,5,4.28,36.0,High
U503524,27,Student,14816,12454,2362,100470,4900,0,0,1389,105370,14483,7827,2704,15867,781,2,0.59,43.0,Medium
U503525,48,Salaried,107592,60690,22300,163051,910634,5100560,1929884,6035,8104129,181418,5749,6079,280492,816,5,6.28,53.0,Medium
U503526,51,Self-Employed,57817,41588,16499,29370,336757,1589184,998225,27043,2953536,81922,14060,41470,516647,407,0,4.26,36.0,High
U503527,29,Student,19850,10000,9850,49080,38405,0,0,2779,87485,8536,1562,2813,13127,845,7,0.37,65.0,Medium
U503528,38,Business,80546,53550,12185,328368,324962,3489641,319434,28649,4462405,66894,127035,63465,394378,366,3,4.62,32.0,High
U503529,49,Salaried,198789,123449,59961,1146975,460163,5647211,285004,45667,7539353,319160,3009,198170,1531503,492,11,3.16,58.0,Medium
U503530,24,Salaried,163527,117709,41727,349933,1368572,1232691,2541903,50930,5493099,4102,63534,75858,668249,806,2,2.8,50.0,Medium
U503531,18,Student,7409,6227,1182,43782,7654,0,0,250,51436,117,486,160,1746,737,7,0.58,48.0,Medium
U503532,41,Self-Employed,108279,74712,16392,72518,204582,1406662,439888,29365,2123650,91920,81885,41320,1277907,733,9,1.63,62.0,Medium
U503533,55,Self-Employed,226947,101174,37657,1286963,283991,6494645,286589,73259,8352188,537084,7766,133678,888930,534,10,3.07,50.0,Medium
U503534,29,Student,13435,10981,2454,73579,22151,0,0,697,95730,1391,3579,1334,12741,456,10,0.59,43.0,Medium
U503535,23,Salaried,105418,67828,21550,367101,584831,894753,1532127,18815,3378812,24251,153501,21324,1308724,417,4,2.67,43.0,Medium
U503536,41,Salaried,24899,12111,3230,95669,104329,927988,434464,9316,1562450,92067,24997,9076,136751,594,6,5.23,48.0,Medium
U503537,37,Self-Employed,219440,149066,24677,707715,200350,6037122,523123,62165,7468310,1018329,78831,29021,2008976,456,0,2.84,35.0,High
U503538,41,Salaried,59283,36447,16660,226221,4185,497226,354353,11125,1081985,21758,56797,27739,238376,350,7,1.52,41.0,Medium
U503539,24,Self-Employed,144095,80933,34655,114049,1198213,3194031,1833545,66619,6339838,124722,270050,252988,715238,647,8,3.67,56.0,Medium
U503540,47,Salaried,172024,121386,42365,238759,550442,3865530,1412579,8972,6067310,621511,10407,86464,1098300,531,10,2.94,56.0,Medium
U503541,24,Salaried,67044,31282,19067,226643,436792,3029287,792684,270,4485406,156946,22799,48816,490221,848,10,5.58,70.0,Low
U503542,36,Salaried,133504,74343,17050,271674,344348,5099236,1336670,54921,7051928,13312,123527,78462,536629,657,10,4.4,53.0,Medium
U503543,34,Business,157566,76779,46383,682890,54228,2945324,211946,68509,3894388,824370,273513,174259,823858,720,5,2.06,59.0,Medium
U503544,54,Business,90248,52722,9953,472050,140236,1588635,1516007,32440,3716928,13446,40650,48195,177581,465,3,3.43,31.0,High
U503545,26,Student,5055,4107,948,18351,2459,0,0,494,20810,331,2540,49,10211,374,3,0.34,29.0,High
U503546,35,Salaried,66948,32574,21450,25790,583207,2628898,196398,32271,3434293,103900,11984,25733,128112,496,2,4.27,38.0,High
U503547,51,Self-Employed,125239,53900,34145,408905,1085573,2348294,543862,13654,4386634,143156,31197,81312,647464,758,5,2.92,55.0,Medium
U503548,24,Student,19946,16251,3695,124616,11891,0,0,2088,136507,5100,70,77,9301,548,8,0.57,43.0,Medium
U503549,39,Self-Employed,22254,12047,2855,77885,206743,413877,195213,7328,893718,7206,4480,16057,54550,815,9,3.35,56.0,Medium
U503550,20,Student,13196,9741,3455,6047,17380,0,0,1907,23427,6436,6575,4164,25367,810,9,0.15,60.0,Medium
U503551,54,Salaried,142316,78600,24531,809398,949166,5543624,911862,14218,8214050,167972,42848,67258,677555,511,8,4.81,46.0,Medium
U503552,28,Student,11264,9247,2017,15152,4571,0,0,1052,19723,553,1615,1525,5595,322,8,0.15,34.0,High
U503553,41,Salaried,177725,93216,27086,360198,664783,5309460,310044,53956,6644485,203582,339665,216590,1310343,624,10,3.12,57.0,Medium
U503554,52,Salaried,227768,122249,77123,961013,721178,419485,1636531,108314,3738207,324786,150692,212630,387608,358,10,1.37,47.0,Medium
U503555,24,Student,6305,3292,3013,2908,6369,0,0,996,9277,1848,262,1066,2172,482,1,0.12,39.0,High
U503556,31,Business,128956,66112,37565,413946,348705,2111770,553302,8097,3427723,618389,214229,15777,770796,544,2,2.22,46.0,Medium
U503557,32,Self-Employed,116839,84407,34079,554921,72410,3544756,1107183,49513,5279270,88443,1715,4986,369361,833,11,3.77,66.0,Medium
U503558,51,Salaried,153915,101233,19615,499016,1254318,3091464,29234,67682,4874032,3702,88577,52872,372396,725,2,2.64,40.0,Medium
U503559,53,Salaried,27325,20417,3602,123727,6283,990548,13738,7133,1134296,129055,43449,14813,159858,815,1,3.46,50.0,Medium
U503560,35,Salaried,165664,97949,57802,846126,873670,379380,1639192,76155,3738368,126323,20580,61627,359133,320,7,1.88,40.0,Medium
U503561,48,Salaried,72620,34476,13689,12231,279601,3391797,869952,2763,4553581,16334,5541,3572,156274,556,8,5.23,45.0,Medium
U503562,53,Business,246752,100975,70034,683114,1491364,8032317,1644333,3911,11851128,418912,134847,86907,555818,312,8,4.0,40.0,Medium
U503563,39,Self-Employed,115385,74568,16283,347719,993875,474089,582055,5196,2397738,20169,65656,17060,367011,663,8,1.73,49.0,Medium
U503564,32,Self-Employed,222032,105785,42643,924920,884572,9099419,3765421,97473,14674332,304690,32891,163962,601991,383,4,5.51,33.0,High
U503565,28,Student,14017,8298,5719,96044,19807,0,0,93,115851,6034,22,2175,8330,643,0,0.69,42.0,Medium
U503566,19,Student,17215,14569,2646,113939,25714,0,0,1735,139653,10440,7689,611,37462,561,2,0.68,35.0,High
U503567,30,Student,15923,12486,3437,106552,15729,0,0,491,122281,3950,2715,1067,10675,396,1,0.64,26.0,High
U503568,42,Self-Employed,125768,90127,30543,701311,19129,4736260,1413627,19366,6870327,443963,85694,185577,420991,769,8,4.55,61.0,Medium
U503569,25,Salaried,183615,83076,26238,314212,915265,6644905,651037,19623,8525419,288996,359741,269009,959166,613,2,3.87,42.0,Medium
U503570,40,Salaried,177057,99828,59124,395334,405605,603849,1526679,51468,2931467,74575,42748,59615,271534,566,10,1.38,54.0,Medium
U503571,35,Salaried,103325,67258,28445,353216,94047,1980872,931176,11980,3359311,327906,2580,169958,956284,352,9,2.71,51.0,Medium
U503572,58,Business,192123,127067,52204,92784,1649342,75774,1453058,48790,3270958,427701,122255,193765,1155547,527,2,1.42,43.0,Medium
U503573,38,Salaried,218655,111414,22104,398103,791411,3368123,1826911,19008,6384548,741149,385145,473711,1193234,682,11,2.43,61.0,Medium
U503574,41,Business,76161,38201,16423,5967,484834,495677,37997,17439,1024475,58740,45335,4759,194284,496,0,1.12,31.0,High
U503575,42,Salaried,149356,108720,25819,180324,913189,1403627,1671102,51707,4168242,560116,232474,108984,723729,515,5,2.33,45.0,Medium
U503576,28,Business,219967,115855,42117,38219,759631,7802467,2198188,50987,10798505,299579,76414,18019,499289,656,11,4.09,55.0,Medium
U503577,42,Business,111298,60969,28250,498035,74959,415706,1872504,17834,2861204,357970,76421,173895,348278,507,0,2.14,37.0,High
U503578,29,Self-Employed,59299,43145,15703,308283,533791,1988212,273954,18503,3104240,17972,111605,142051,499596,811,0,4.36,54.0,Medium
U503579,56,Self-Employed,170208,84979,55245,385670,487792,4623939,1340591,76759,6837992,82783,96693,125691,1161812,631,6,3.35,55.0,Medium
U503580,52,Salaried,67285,43200,22784,336023,251583,2460182,661334,24690,3709122,288183,27642,55584,540885,529,2,4.59,48.0,Medium
U503581,54,Self-Employed,156848,78366,16077,894470,1407330,943156,2508966,25880,5753922,29559,14464,71866,458231,566,4,3.06,37.0,High
U503582,26,Student,17088,10130,6958,58304,12939,0,0,2540,71243,942,14,315,3323,585,10,0.35,55.0,Medium
U503583,26,Student,12012,9135,2877,6359,6297,0,0,2100,12656,224,256,212,1766,499,10,0.09,46.0,Medium
U503584,19,Student,18554,14977,3577,99994,17006,0,0,113,117000,2249,2728,34,11989,706,8,0.53,50.0,Medium
U503585,36,Self-Employed,172720,72933,17555,158212,611392,6108919,1557934,4884,8436457,276173,174878,46711,623018,794,8,4.07,55.0,Medium
U503586,22,Salaried,93174,67553,30676,30450,271855,1664379,441108,17068,2407792,102554,36654,28377,309195,323,10,2.15,46.0,Medium
U503587,37,Salaried,178438,119275,36691,433105,1589139,7929289,20589,62389,9972122,573453,384070,399905,943112,619,8,4.66,57.0,Medium
U503588,50,Salaried,31421,22033,10688,82655,94734,105816,414725,4231,697930,7504,8373,14771,56906,402,0,1.85,31.0,High
U503589,44,Self-Employed,228773,149393,51471,840525,236335,300225,3059209,101811,4436294,458041,4217,48623,780581,480,0,1.62,32.0,High
U503590,19,Student,16783,11939,4844,38207,25049,0,0,1112,63256,14440,2835,1790,25200,675,4,0.31,47.0,Medium
U503591,43,Salaried,177446,75460,37512,436904,572259,5614229,97749,63253,6721141,6291,191324,142830,622491,571,4,3.16,42.0,Medium
U503592,41,Salaried,176535,78372,44843,134597,1203539,3311175,2504179,51062,7153490,8913,11493,194499,829159,329,1,3.38,29.0,High
U503593,40,Salaried,115107,62594,18680,296190,284896,557270,497580,3847,1635936,119421,21594,46817,195084,328,3,1.18,27.0,High
U503594,25,Salaried,171608,73090,43320,148797,464144,4145264,114458,7587,4872663,319393,275938,181085,749114,645,1,2.37,44.0,Medium
U503595,19,Student,8258,5783,2475,39273,9296,0,0,810,48569,2975,1522,830,2970,665,6,0.49,49.0,Medium
U503596,44,Salaried,38642,25936,10930,45395,199544,1526829,540966,16375,2312734,16011,20294,50288,215228,471,11,4.99,54.0,Medium
U503597,58,Salaried,29296,17882,8195,18762,262014,180116,237231,3075,698123,57052,44045,62767,163935,377,2,1.99,38.0,High
U503598,37,Business,88890,36626,19784,142823,411118,2715950,696848,3862,3966739,21661,6319,81489,334125,569,10,3.72,52.0,Medium
U503599,30,Self-Employed,235629,156288,43201,344205,450794,7976603,2041358,30330,10812960,287119,36736,113435,1543908,592,0,3.82,38.0,High
